Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,5324,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,IQRA CAB INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,5324Taxi
Taxi,1430,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,LUQMAN CORPORATION,3351 W. ADDISON AVE.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,1430Taxi
Taxi,168,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,NECT 15 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",168Taxi
Taxi,4039,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,MICHELLE CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",4039Taxi
Charter Sightseeing,15054,ACTIVE,MERCEDES,SPRINTER,2011,SILVER,Gasoline,N,"CHICAGO COACHWORKS, LLC",6452 N. GLENWOOD AVE.,CHICAGO,IL,60626,,,15054Charter Sightseeing
Taxi,6716,ACTIVE,TOYOTA,CAMRY,2014,BLUE,Hybrid,N,JURA HACKING CORP.,5606 N. WESTERN AVE.,CHICAGO,IL,60656,24 Seven Taxi Affiliaton,24 Seven Taxi,6716Taxi
Ambulance,5579,ACTIVE,FORD,E350,2009,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5579Ambulance
Taxi,2192,ACTIVE,FORD,C-MAX,2013,WHITE/RED STRIPES,Hybrid,N,ZEYMANE CORP.,1400 N. LUNA AVE.,CHICAGO,IL,60651,Independent1,Owner-Operator,2192Taxi
Livery,7292,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,MK LIMOUSINE INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,7292Livery
Taxi,5720,ACTIVE,VPG,MV-1,2011,YELLOW,Compressed Natural Gas,Y,AFNAN TAXI CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5720Taxi
Taxi,177,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,ANDREW AND AUDREY CAB CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",177Taxi
Livery,8242,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,KENNEDY LIMOUSINE INC,8536 W. RASCHER AVE.,CHICAGO,IL,60656,Independent1,,8242Livery
Livery,7401,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CHICAGOLAND TRANSPORTATION INC,29 S. LASALLE ST.,CHICAGO,IL,60603,Independent1,,7401Livery
Taxi,6331,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,TWO LITTLE HAJI INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,6331Taxi
Livery,8277,ACTIVE,CADILLAC,ESCALADE,2014,BLACK,Gasoline,N,S.K. LIMO COMPANY,5000 N. CICERO AVE.,CHICAGO,IL,60630,Independent1,,8277Livery
Medicar,7361,ACTIVE,FORD,E350,2012,WHITE,Gasoline,N,SUNDAY PASTORES,4220 W. BELMONT AVE.,CHICAGO,IL,60641,,,7361Medicar
Taxi,1542,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,CASTAWAYS CAB LTD,724 W. WASHINGTON BLVD.,CHICAGO,IL,60661,Yellow Cab Affiliation Inc,Chicago Medallion Leasing Inc.,1542Taxi
Taxi,464,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,DEAL CAB CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",464Taxi
Livery,8618,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,ECUADOR INC,1830 N. KEYSTONE AVE.,CHICAGO,IL,60639,Independent1,,8618Livery
Livery,7279,ACTIVE,LINCOLN,MKT,2013,WHITE,Gasoline,N,CHASE LIMOUSINE LLC,500 N. MICHIGAN AVE.,CHICAGO,IL,60611,Independent1,,7279Livery
Livery,9547,INACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,KFB INVESTMENTS LLC,5315 W. DEVON AVE.,CHICAGO,IL,60646,,,9547Livery
Taxi,2920,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,TEGORBA CAB CORP,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,2920Taxi
Ambulance,5408,INACTIVE,FORD,VAN,1997,,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5408Ambulance
Taxi,8,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,YC2 LLC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",8Taxi
Livery,8508,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,MILAN STARCEVIC,5840 N. SHERIDAN RD.,CHICAGO,IL,60660,Independent1,,8508Livery
Livery,7364,ACTIVE,FORD,CROWN VICTORIA,2010,BLACK,Gasoline,N,EAGLE LVERY SERVICE  INC,7001 S. STATE ST.,CHICAGO,IL,60637,Independent1,,7364Livery
Livery,7938,ACTIVE,LINCOLN,NAVIGATOR,2009,BLACK,Gasoline,N,KENNEDY LIMOUSINE INC,8536 W. RASCHER AVE.,CHICAGO,IL,60656,,,7938Livery
Livery,8443,RESERVED,FORD,FLEX,2013,BLACK,Gasoline,N,B I G TRANSPORTATION INC,1900 S. UNION AVE.,CHICAGO,IL,60618,Independent1,,8443Livery
Taxi,74,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,GREVENA CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,74Taxi
Taxi,3300,ACTIVE,TOYOTA,CAMRY,2011,GRAY/WHITE,Hybrid,N,NATZAC CORP. #1,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,3300Taxi
Taxi,5658,ACTIVE,TOYOTA,SCION,2013,WHITE,Gasoline,N,OLYMPIC EXPRESS CORP.,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Top Cab Corp.,5658Taxi
Livery,8485,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CRYSTAL LIMOUSINE GROUP INC,6618 N. SACRAMENTO AVE.,CHICAGO,IL,60645,Independent1,,8485Livery
Livery,8851,ACTIVE,LINCOLN,NAVIGATOR,2010,BLACK,Gasoline,N,MILE TRANSPORTATION CO,4248 N. KEYSTONE AVE.,CHICAGO,IL,60641,Independent1,,8851Livery
Taxi,2136,SURRENDER,FORD,C-MAX,2013,YELLOW,Hybrid,N,VRSS CORP.,724 W. WASHINGTON AVE.,CHICAGO,IL,60661,Yellow Cab Affiliation Inc,Chicago Medallion Leasing Inc.,2136Taxi
Charter Sightseeing,14094,RESERVED,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,14094Charter Sightseeing
Taxi,5509,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,SANTORINI FOUR CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,5509Taxi
Taxi,5021,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GOLEMI TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5021Taxi
Medicar,10832,INACTIVE,TOYOTA,SCION,2008,WHITE,Gasoline,N,VJ WARE TRANSPORTATION INC,158 E. 107TH ST.,CHICAGO,IL,60628,,,10832Medicar
Taxi,3163,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,BARROW TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,3163Taxi
Taxi,1300,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,P & H CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,1300Taxi
Taxi,5000,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,REHMAN BROTHERS INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5000Taxi
Taxi,3266,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,AFABOLA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",3266Taxi
Taxi,5397,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,BILAL CAB CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5397Taxi
Taxi,4432,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"DILFA, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,4432Taxi
Taxi,4340,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,"WADOOD, INC",6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,Owner Manager,4340Taxi
Taxi,4769,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MISHA CAT CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4769Taxi
Taxi,133,ACTIVE,TOYOTA,CAMRY,2015,GRAY/WHITE,Hybrid,N,"NETSANET, INC.",6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,133Taxi
Taxi,4713,ACTIVE,TOYOTA,PRIUS,2012,WHITE/STARS/STRIPES,Hybrid,N,SONU INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,American-United Cab Assn,Owner Manager,4713Taxi
Livery,8090,ACTIVE,LINCOLN,MKS,2012,BLACK,Gasoline,N,TAIMUR A KHAN,6516 N. SEELEY AVE.,CHICAGO,IL,60645,Independent1,,8090Livery
Taxi,6963,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6963Taxi
Ambulance,5543,INACTIVE,FORD,E350,2002,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5543Ambulance
Taxi,5533,ACTIVE,DODGE,GRAND CARAVAN,2012,BLUE/WHITE,Compressed Natural Gas,Y,MCCAB XII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5533Taxi
Ambulance,731040,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,KURTZ AMBULANCE SERVICE INC,1900  GARNET CT.,NEW LENOX,IL,60451,,,731040Ambulance
Taxi,1037,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO SEVEN CAB INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,1037Taxi
Livery,9412,INACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,ROMAN SLIVICH,840 N. DAMEN AVE.,CHICAGO,IL,60622,,,9412Livery
Taxi,5562,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,"JASHAN, INC",4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,5562Taxi
Livery,9298,ACTIVE,DODGE,GRAND CARAVAN,2012,WHITE,Gasoline,N,EXCEL TOURS INC.,1757 N. KIMBALL AVE.,CHICAGO,IL,60647,,,9298Livery
Livery,9086,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,INTERCONTINENTAL LIMOUSINE CORP,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,Independent1,,9086Livery
Livery,7447,ACTIVE,CHRYSLER,300,2014,BLACK,Gasoline,N,VIP USA LIMOUSINE SERVICES INC,2414 W. DEVON AVE.,CHICAGO,IL,60659,,,7447Livery
Taxi,3154,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,DON CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3154Taxi
Taxi,6593,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,EMPIRE TAXI INCORPORATED,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6593Taxi
Taxi,6690,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,RW CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6690Taxi
Charter Sightseeing,154247,ACTIVE,MERCEDES,SPRINTER,2013,BLACK,Gasoline,N,DISTINCTIVE SERVICES & TRANSPORTATION INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,154247Charter Sightseeing
Taxi,4441,ACTIVE,DODGE,GRAND CARAVAN,2011,BLUE/WHITE,Compressed Natural Gas,N,SILVER EAGLE CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4441Taxi
Taxi,4088,ACTIVE,TOYOTA,PRIUS,2011,CREAM/BLUE,Hybrid,N,TANA TAXI INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner-Operator,4088Taxi
Taxi,77,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,DANIEL AND MONIQUE CAB CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",77Taxi
Ambulance,817730,ACTIVE,FORD,E350,2011,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",2424 S. WABASH AVE.,CHICAGO,IL,60616,,,817730Ambulance
Taxi,6128,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,"DENNI TRANS, INC.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,6128Taxi
Livery,8795,ACTIVE,MERCEDES,BENZ,2013,BLACK,Gasoline,N,CHICAGO EMPIRE LIMOUSINE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,8795Livery
Taxi,3573,ACTIVE,TOYOTA,PRIUS,2014,CREAM/GREEN,Hybrid,N,ELSTON THREE LLC,2738 W. FULTON ST.,CHICAGO,IL,60612,Checker Taxi Affiliation,"Chicago Medallion Management, Corp.",3573Taxi
Ambulance,5553,ACTIVE,MERCEDES,SPRINTER,2011,WHITE/SILVER,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5553Ambulance
Taxi,5174,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,BIRCHWOOD TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,5174Taxi
Taxi,1018,ACTIVE,TOYOTA,RAV4,2013,YELLOW,Gasoline,N,EDBAB INTERNATIONAL INCORPORATED,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,1018Taxi
Taxi,1362,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,SHEENA CORP,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Medallion Management Corp.,1362Taxi
Taxi,2308,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,FAST CAB COMPANY,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"M & A Leasing, LLC",2308Taxi
Taxi,6788,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,KING CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6788Taxi
Taxi,6099,ACTIVE,NISSAN,ALTIMA,2011,YELLOW,Hybrid,N,ACROSS THE TOWN CAB CORP,724 W. WASHINGTON BLVD.,CHICAGO,IL,60661,Yellow Cab Affiliation Inc,Chicago Medallion Leasing Inc.,6099Taxi
Livery,8758,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CHICAGO EMPIRE LIMOUSINE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,8758Livery
Livery,9070,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,"WWA LIMO, INC.",939 W. 33RD PL.,CHICAGO,IL,60608,,,9070Livery
Taxi,4033,ACTIVE,TOYOTA,CAMRY,2011,ORANGE/BLUE,Hybrid,N,ANY CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,4033Taxi
Taxi,1182,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,YC19 LLC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",1182Taxi
Taxi,5024,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"MIRKO TRANS, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5024Taxi
Livery,7228,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,1836 S. WABASH ST.,CHICAGO,IL,60611,Independent1,,7228Livery
Livery,8889,INACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,FLO LUXURY LIMO INC,4414 N. MENARD AVE.,CHICAGO,IL,60630,Independent1,,8889Livery
Taxi,2086,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,TRIPLE A CAB CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",2086Taxi
Taxi,4514,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,SAGAR EXPRESS INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,4514Taxi
Ambulance,817729,ACTIVE,FORD,E350,2011,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",2424 S. WABASH AVE.,CHICAGO,IL,60616,,,817729Ambulance
Livery,7085,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,NLN SERVICE INC,524 N. ASHLAND AVE.,CHICAGO,IL,60622,,,7085Livery
Charter Sightseeing,9064,RESERVED,FORD,E450,1999,WHITE,Gasoline,N,"AARON EXPRESS, INC.",3225 W. LAWRENCE AVE.,CHICAGO,IL,60625,,,9064Charter Sightseeing
Taxi,4086,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",4086Taxi
Taxi,3662,ACTIVE,TOYOTA,PRIUS,2009,CREAM/BLUE,Hybrid,N,MR RICHARD CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner Manager,3662Taxi
Taxi,2629,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,MCCAB  IV CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2629Taxi
Taxi,4137,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MAGENTA ZONE CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4137Taxi
Livery,9145,ACTIVE,CADILLAC,ESCALADE,2014,BLACK,Gasoline,N,CHICAGO EXECUTIVE LIMOUSINE SERVICE INC,5751 N. DRAKE AVE.,CHICAGO,IL,60659,,,9145Livery
Taxi,1703,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,HASSEN INC.,3351 W. ADDISON,CHICAGO,IL,60618,City Service Taxi Association,Medallion Management Corp.,1703Taxi
Taxi,2325,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,"TUDOR CITY HOLDINGS, INC.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",2325Taxi
Taxi,3925,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,HEMINGWAY TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Northwest Taxi Management LLC,3925Taxi
Livery,9643,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,MAINSTREET LIMO INC.,3663 N. ELSTON ST.,CHICAGO,IL,60618,,,9643Livery
Taxi,3270,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,TIMBILAND CORPORATION,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,3270Taxi
Livery,7067,ACTIVE,CADILLAC,ESCALADE ESV,2014,BLACK,Gasoline,N,ESSENCE OF LIVERY INC,23 S. CENTRAL AVE.,CHICAGO,IL,60644,Independent1,,7067Livery
Taxi,3716,ACTIVE,FORD,ESCAPE,2010,WHITE,Hybrid,N,CORNELL INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",3716Taxi
Taxi,3410,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,6TH AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",3410Taxi
Taxi,4777,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,CHATHA ENTERPRISES INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,4777Taxi
Taxi,973,ACTIVE,FORD,ESCAPE,2012,BLUE/WHITE,Hybrid,N,TWO STAR TAXI CAB INC,6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,Owner Manager,973Taxi
Taxi,3202,ACTIVE,TOYOTA,PRIUS,2010,WHITE/BLUE/STRIPES,Hybrid,N,TRAVELERS CAB COMPANY,1917 W. FERDINAND ST.,CHICAGO,IL,60622,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3202Taxi
Taxi,6993,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6993Taxi
Taxi,2565,ACTIVE,TOYOTA,SIENNA,2011,YELLOW,Gasoline,N,TOBIADE INC.,3351 W. ADDISON AVE.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner-Operator,2565Taxi
Taxi,3473,ACTIVE,TOYOTA,PRIUS,2013,MAROON/BLUE/STRIPES,Hybrid,N,USKIS CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,3473Taxi
Livery,9342,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LIMO ALTERNATIVE CORPORATION,3663 N. ELSTON AVE.,CHICAGO,IL,60618,,,9342Livery
Taxi,51,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,OLYMPIC EXPRESS CORP.,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Top Cab Corp.,51Taxi
Taxi,2696,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,J & I CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,2696Taxi
Taxi,3081,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,IDEAL CAB COMPANY,1917 W. FERDINAND ST.,CHICAGO,IL,60622,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3081Taxi
Taxi,2996,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,"AIR RIDE TAXICAB, INC.",4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,2996Taxi
Taxi,5741,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,DARAKSHAN INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5741Taxi
Taxi,1341,ACTIVE,NISSAN,ALTIMA,2009,ORANGE/BLUE,Hybrid,N,MILAN TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,1341Taxi
Taxi,4611,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4611Taxi
Livery,8989,ACTIVE,CHRYSLER,300,2013,BLACK,Gasoline,N,NORTHSTAR LIMOUSINE INC,13355 S. INDIANA AVE.,CHICAGO,IL,60827,Independent1,,8989Livery
Taxi,4433,ACTIVE,CHEVROLET,IMPALA,2011,WHITE/BLUE,Compressed Natural Gas,N,SPHAN RIDE INC.,2800 W. PETERSON ST.,CHICAGO,IL,60659,Peace Taxi Assoc Inc,Patriot Trans Inc,4433Taxi
Livery,7423,ACTIVE,LINCOLN,TOWN CAR,2011,WHITE,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,Independent1,,7423Livery
Taxi,4444,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,AMRAAN TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,4444Taxi
Taxi,4624,ACTIVE,KIA,SOUL,2014,BLUE/WHITE,Gasoline,N,YOUNG KIM,4034 W. LAWRENCE AVE.,CHICAGO,IL,60630,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4624Taxi
Taxi,6504,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,ASPIRE CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6504Taxi
